疾病名称,年份,月份,发病人数,死亡人数,治愈人数,病死率,治愈率,数据来源,统计日期,更新时间
骨质疏松,2023,11,11976,59,9350,0.49,78.07,疾病监测系统,2023-11-01,2025-06-12 22:43:38
骨质疏松,2023,12,29005,82,24344,0.28,83.93,疾病监测系统,2023-12-01,2025-06-12 22:43:38
抑郁症,2023,1,32426,202,24471,0.62,75.47,疾病监测系统,2023-01-01,2025-06-12 22:43:38
抑郁症,2023,2,39097,1128,34443,2.89,88.1,疾病监测系统,2023-02-01,2025-06-12 22:43:38
抑郁症,2023,3,27343,282,21109,1.03,77.2,疾病监测系统,2023-03-01,2025-06-12 22:43:38
抑郁症,2023,4,41854,28,39058,0.07,93.32,疾病监测系统,2023-04-01,2025-06-12 22:43:38
抑郁症,2023,5,27088,978,21392,3.61,78.97,疾病监测系统,2023-05-01,2025-06-12 22:43:38
抑郁症,2023,6,14489,83,10640,0.57,73.44,疾病监测系统,2023-06-01,2025-06-12 22:43:38
抑郁症,2023,7,16631,53,13207,0.32,79.41,疾病监测系统,2023-07-01,2025-06-12 22:43:38
抑郁症,2023,8,49441,1723,36845,3.48,74.52,疾病监测系统,2023-08-01,2025-06-12 22:43:38
抑郁症,2023,9,8460,389,7520,4.6,88.89,疾病监测系统,2023-09-01,2025-06-12 22:43:38
抑郁症,2023,10,30229,288,25066,0.95,82.92,疾病监测系统,2023-10-01,2025-06-12 22:43:38
抑郁症,2023,11,25160,688,17962,2.73,71.39,疾病监测系统,2023-11-01,2025-06-12 22:43:38
抑郁症,2023,12,17588,536,16679,3.05,94.83,疾病监测系统,2023-12-01,2025-06-12 22:43:38
焦虑症,2023,1,34017,1331,27963,3.91,82.2,疾病监测系统,2023-01-01,2025-06-12 22:43:38
焦虑症,2023,2,30583,873,27377,2.85,89.52,疾病监测系统,2023-02-01,2025-06-12 22:43:38
焦虑症,2023,3,1801,11,1630,0.61,90.51,疾病监测系统,2023-03-01,2025-06-12 22:43:38
焦虑症,2023,4,46277,2312,41878,5.0,90.49,疾病监测系统,2023-04-01,2025-06-12 22:43:38
焦虑症,2023,5,29713,431,24798,1.45,83.46,疾病监测系统,2023-05-01,2025-06-12 22:43:38
焦虑症,2023,6,9313,99,7656,1.06,82.21,疾病监测系统,2023-06-01,2025-06-12 22:43:38
焦虑症,2023,7,37212,340,26301,0.91,70.68,疾病监测系统,2023-07-01,2025-06-12 22:43:38
焦虑症,2023,8,34208,1126,29271,3.29,85.57,疾病监测系统,2023-08-01,2025-06-12 22:43:38
焦虑症,2023,9,17442,813,16074,4.66,92.16,疾病监测系统,2023-09-01,2025-06-12 22:43:38
焦虑症,2023,10,46100,1628,38462,3.53,83.43,疾病监测系统,2023-10-01,2025-06-12 22:43:38
焦虑症,2023,11,37892,300,27643,0.79,72.95,疾病监测系统,2023-11-01,2025-06-12 22:43:38
焦虑症,2023,12,11132,2,9349,0.02,83.98,疾病监测系统,2023-12-01,2025-06-12 22:43:38
失眠症,2023,1,49670,753,42976,1.52,86.52,疾病监测系统,2023-01-01,2025-06-12 22:43:38
失眠症,2023,2,23397,230,19249,0.98,82.27,疾病监测系统,2023-02-01,2025-06-12 22:43:38
失眠症,2023,3,13497,656,10874,4.86,80.57,疾病监测系统,2023-03-01,2025-06-12 22:43:38
失眠症,2023,4,28920,912,24819,3.15,85.82,疾病监测系统,2023-04-01,2025-06-12 22:43:38
失眠症,2023,5,38652,1015,31635,2.63,81.85,疾病监测系统,2023-05-01,2025-06-12 22:43:38
失眠症,2023,6,4724,70,4050,1.48,85.73,疾病监测系统,2023-06-01,2025-06-12 22:43:38
失眠症,2023,7,25550,114,23143,0.45,90.58,疾病监测系统,2023-07-01,2025-06-12 22:43:38
失眠症,2023,8,20132,951,17128,4.72,85.08,疾病监测系统,2023-08-01,2025-06-12 22:43:38
失眠症,2023,9,28172,175,23391,0.62,83.03,疾病监测系统,2023-09-01,2025-06-12 22:43:38
失眠症,2023,10,27983,497,20689,1.78,73.93,疾病监测系统,2023-10-01,2025-06-12 22:43:38
失眠症,2023,11,29794,1349,26596,4.53,89.27,疾病监测系统,2023-11-01,2025-06-12 22:43:38
失眠症,2023,12,42512,725,32820,1.71,77.2,疾病监测系统,2023-12-01,2025-06-12 22:43:38
哮喘,2023,1,36364,1397,28405,3.84,78.11,疾病监测系统,2023-01-01,2025-06-12 22:43:38
哮喘,2023,2,12084,106,9209,0.88,76.21,疾病监测系统,2023-02-01,2025-06-12 22:43:38
哮喘,2023,3,37092,1278,27553,3.45,74.28,疾病监测系统,2023-03-01,2025-06-12 22:43:38
哮喘,2023,4,10965,461,7987,4.2,72.84,疾病监测系统,2023-04-01,2025-06-12 22:43:38
哮喘,2023,5,35192,1258,30977,3.57,88.02,疾病监测系统,2023-05-01,2025-06-12 22:43:38
哮喘,2023,6,42096,1633,36265,3.88,86.15,疾病监测系统,2023-06-01,2025-06-12 22:43:38
哮喘,2023,7,25379,1161,22222,4.57,87.56,疾病监测系统,2023-07-01,2025-06-12 22:43:38
哮喘,2023,8,15826,655,14035,4.14,88.68,疾病监测系统,2023-08-01,2025-06-12 22:43:38
哮喘,2023,9,32663,1163,26153,3.56,80.07,疾病监测系统,2023-09-01,2025-06-12 22:43:38
哮喘,2023,10,35876,30,32579,0.08,90.81,疾病监测系统,2023-10-01,2025-06-12 22:43:38
哮喘,2023,11,13781,481,11390,3.49,82.65,疾病监测系统,2023-11-01,2025-06-12 22:43:38
哮喘,2023,12,45953,747,40043,1.63,87.14,疾病监测系统,2023-12-01,2025-06-12 22:43:38
过敏性鼻炎,2023,1,12788,268,10373,2.1,81.12,疾病监测系统,2023-01-01,2025-06-12 22:43:38
过敏性鼻炎,2023,2,12435,22,11066,0.18,88.99,疾病监测系统,2023-02-01,2025-06-12 22:43:38
过敏性鼻炎,2023,3,29628,406,23553,1.37,79.5,疾病监测系统,2023-03-01,2025-06-12 22:43:38
过敏性鼻炎,2023,4,47557,190,41553,0.4,87.38,疾病监测系统,2023-04-01,2025-06-12 22:43:38
过敏性鼻炎,2023,5,49337,703,39727,1.42,80.52,疾病监测系统,2023-05-01,2025-06-12 22:43:38
过敏性鼻炎,2023,6,32130,26,25730,0.08,80.08,疾病监测系统,2023-06-01,2025-06-12 22:43:38
过敏性鼻炎,2023,7,33505,486,29305,1.45,87.46,疾病监测系统,2023-07-01,2025-06-12 22:43:38
过敏性鼻炎,2023,8,5475,34,4616,0.62,84.31,疾病监测系统,2023-08-01,2025-06-12 22:43:38
过敏性鼻炎,2023,9,24375,601,18092,2.47,74.22,疾病监测系统,2023-09-01,2025-06-12 22:43:38
过敏性鼻炎,2023,10,37630,1234,27036,3.28,71.85,疾病监测系统,2023-10-01,2025-06-12 22:43:38
过敏性鼻炎,2023,11,26918,1301,21042,4.83,78.17,疾病监测系统,2023-11-01,2025-06-12 22:43:38
过敏性鼻炎,2023,12,17622,483,16728,2.74,94.93,疾病监测系统,2023-12-01,2025-06-12 22:43:38
湿疹,2023,1,32588,219,26760,0.67,82.12,疾病监测系统,2023-01-01,2025-06-12 22:43:38
湿疹,2023,2,6858,72,6117,1.05,89.2,疾病监测系统,2023-02-01,2025-06-12 22:43:38
湿疹,2023,3,27198,133,20174,0.49,74.17,疾病监测系统,2023-03-01,2025-06-12 22:43:38
湿疹,2023,4,41190,1605,36128,3.9,87.71,疾病监测系统,2023-04-01,2025-06-12 22:43:38
湿疹,2023,5,37627,119,29997,0.32,79.72,疾病监测系统,2023-05-01,2025-06-12 22:43:38
湿疹,2023,6,44439,1792,35495,4.03,79.87,疾病监测系统,2023-06-01,2025-06-12 22:43:38
湿疹,2023,7,15925,27,13670,0.17,85.84,疾病监测系统,2023-07-01,2025-06-12 22:43:38
湿疹,2023,8,24563,170,20696,0.69,84.26,疾病监测系统,2023-08-01,2025-06-12 22:43:38
湿疹,2023,9,36464,866,31476,2.37,86.32,疾病监测系统,2023-09-01,2025-06-12 22:43:38
湿疹,2023,10,1631,10,1530,0.61,93.81,疾病监测系统,2023-10-01,2025-06-12 22:43:38
湿疹,2023,11,22906,61,18165,0.27,79.3,疾病监测系统,2023-11-01,2025-06-12 22:43:38
湿疹,2023,12,26076,1054,20122,4.04,77.17,疾病监测系统,2023-12-01,2025-06-12 22:43:38
白内障,2023,1,12205,497,11109,4.07,91.02,疾病监测系统,2023-01-01,2025-06-12 22:43:38
白内障,2023,2,20889,987,16989,4.72,81.33,疾病监测系统,2023-02-01,2025-06-12 22:43:38
白内障,2023,3,47352,1204,35634,2.54,75.25,疾病监测系统,2023-03-01,2025-06-12 22:43:38
白内障,2023,4,13604,164,11675,1.21,85.82,疾病监测系统,2023-04-01,2025-06-12 22:43:38
白内障,2023,5,17337,312,15554,1.8,89.72,疾病监测系统,2023-05-01,2025-06-12 22:43:38
白内障,2023,6,29025,70,22782,0.24,78.49,疾病监测系统,2023-06-01,2025-06-12 22:43:38
白内障,2023,7,25717,987,22929,3.84,89.16,疾病监测系统,2023-07-01,2025-06-12 22:43:38
白内障,2023,8,13019,642,9736,4.93,74.78,疾病监测系统,2023-08-01,2025-06-12 22:43:38
白内障,2023,9,29696,1308,25520,4.4,85.94,疾病监测系统,2023-09-01,2025-06-12 22:43:38
白内障,2023,10,30056,714,24516,2.38,81.57,疾病监测系统,2023-10-01,2025-06-12 22:43:38
白内障,2023,11,7750,170,7309,2.19,94.31,疾病监测系统,2023-11-01,2025-06-12 22:43:38
白内障,2023,12,7209,53,5316,0.74,73.74,疾病监测系统,2023-12-01,2025-06-12 22:43:38
青光眼,2023,1,40168,1228,28289,3.06,70.43,疾病监测系统,2023-01-01,2025-06-12 22:43:38
青光眼,2023,2,10954,296,8034,2.7,73.34,疾病监测系统,2023-02-01,2025-06-12 22:43:38
青光眼,2023,3,8691,282,7422,3.24,85.4,疾病监测系统,2023-03-01,2025-06-12 22:43:38
青光眼,2023,4,29407,1241,21020,4.22,71.48,疾病监测系统,2023-04-01,2025-06-12 22:43:38
青光眼,2023,5,41541,1704,37442,4.1,90.13,疾病监测系统,2023-05-01,2025-06-12 22:43:38
青光眼,2023,6,15313,607,12117,3.96,79.13,疾病监测系统,2023-06-01,2025-06-12 22:43:38
青光眼,2023,7,4312,125,4078,2.9,94.57,疾病监测系统,2023-07-01,2025-06-12 22:43:38
青光眼,2023,8,2312,97,1791,4.2,77.47,疾病监测系统,2023-08-01,2025-06-12 22:43:38
青光眼,2023,9,20702,348,17765,1.68,85.81,疾病监测系统,2023-09-01,2025-06-12 22:43:38
青光眼,2023,10,1270,13,1085,1.02,85.43,疾病监测系统,2023-10-01,2025-06-12 22:43:38
青光眼,2023,11,43705,1726,31493,3.95,72.06,疾病监测系统,2023-11-01,2025-06-12 22:43:38
青光眼,2023,12,31555,508,26646,1.61,84.44,疾病监测系统,2023-12-01,2025-06-12 22:43:38
近视,2023,1,5507,13,4769,0.24,86.6,疾病监测系统,2023-01-01,2025-06-12 22:43:38
近视,2023,2,10310,16,8247,0.16,79.99,疾病监测系统,2023-02-01,2025-06-12 22:43:38
近视,2023,3,39073,1890,36700,4.84,93.93,疾病监测系统,2023-03-01,2025-06-12 22:43:38
近视,2023,4,29174,1266,20576,4.34,70.53,疾病监测系统,2023-04-01,2025-06-12 22:43:38
近视,2023,5,5722,182,4792,3.18,83.75,疾病监测系统,2023-05-01,2025-06-12 22:43:38
近视,2023,6,46033,89,38595,0.19,83.84,疾病监测系统,2023-06-01,2025-06-12 22:43:38
近视,2023,7,32044,1082,28213,3.38,88.04,疾病监测系统,2023-07-01,2025-06-12 22:43:38
近视,2023,8,6759,72,4867,1.07,72.01,疾病监测系统,2023-08-01,2025-06-12 22:43:38
近视,2023,9,40916,924,34214,2.26,83.62,疾病监测系统,2023-09-01,2025-06-12 22:43:38
近视,2023,10,3399,31,2738,0.91,80.55,疾病监测系统,2023-10-01,2025-06-12 22:43:38
近视,2023,11,21273,486,17994,2.28,84.59,疾病监测系统,2023-11-01,2025-06-12 22:43:38
近视,2023,12,37198,332,34604,0.89,93.03,疾病监测系统,2023-12-01,2025-06-12 22:43:38
中耳炎,2023,1,4517,201,3886,4.45,86.03,疾病监测系统,2023-01-01,2025-06-12 22:43:38
中耳炎,2023,2,41625,1230,39312,2.95,94.44,疾病监测系统,2023-02-01,2025-06-12 22:43:38
中耳炎,2023,3,2421,44,1928,1.82,79.64,疾病监测系统,2023-03-01,2025-06-12 22:43:38
中耳炎,2023,4,34225,799,30195,2.33,88.22,疾病监测系统,2023-04-01,2025-06-12 22:43:38
中耳炎,2023,5,40540,1203,35603,2.97,87.82,疾病监测系统,2023-05-01,2025-06-12 22:43:38
中耳炎,2023,6,18342,104,16160,0.57,88.1,疾病监测系统,2023-06-01,2025-06-12 22:43:38
中耳炎,2023,7,45449,1707,39345,3.76,86.57,疾病监测系统,2023-07-01,2025-06-12 22:43:38
中耳炎,2023,8,17789,302,16443,1.7,92.43,疾病监测系统,2023-08-01,2025-06-12 22:43:38
中耳炎,2023,9,29839,1271,25206,4.26,84.47,疾病监测系统,2023-09-01,2025-06-12 22:43:38
中耳炎,2023,10,21856,547,17354,2.5,79.4,疾病监测系统,2023-10-01,2025-06-12 22:43:38
中耳炎,2023,11,19760,675,16882,3.42,85.44,疾病监测系统,2023-11-01,2025-06-12 22:43:38
中耳炎,2023,12,27465,358,22701,1.3,82.65,疾病监测系统,2023-12-01,2025-06-12 22:43:38
胆结石,2023,1,5884,230,4907,3.91,83.4,疾病监测系统,2023-01-01,2025-06-12 22:43:38
胆结石,2023,2,26638,137,21440,0.51,80.49,疾病监测系统,2023-02-01,2025-06-12 22:43:38
胆结石,2023,3,27637,1192,25234,4.31,91.31,疾病监测系统,2023-03-01,2025-06-12 22:43:38
胆结石,2023,4,43832,2081,37312,4.75,85.13,疾病监测系统,2023-04-01,2025-06-12 22:43:38
胆结石,2023,5,21322,1014,19037,4.76,89.28,疾病监测系统,2023-05-01,2025-06-12 22:43:38
胆结石,2023,6,38378,641,27420,1.67,71.45,疾病监测系统,2023-06-01,2025-06-12 22:43:38
胆结石,2023,7,35422,495,31332,1.4,88.45,疾病监测系统,2023-07-01,2025-06-12 22:43:38
胆结石,2023,8,14966,556,12110,3.72,80.92,疾病监测系统,2023-08-01,2025-06-12 22:43:38
胆结石,2023,9,11795,163,9432,1.38,79.97,疾病监测系统,2023-09-01,2025-06-12 22:43:38
胆结石,2023,10,31181,1167,27445,3.74,88.02,疾病监测系统,2023-10-01,2025-06-12 22:43:38
胆结石,2023,11,8449,204,7040,2.41,83.32,疾病监测系统,2023-11-01,2025-06-12 22:43:38
胆结石,2023,12,48822,2102,41346,4.31,84.69,疾病监测系统,2023-12-01,2025-06-12 22:43:38
肾结石,2023,1,10375,212,9598,2.04,92.51,疾病监测系统,2023-01-01,2025-06-12 22:43:38
肾结石,2023,2,24885,1137,20205,4.57,81.19,疾病监测系统,2023-02-01,2025-06-12 22:43:38
肾结石,2023,3,34721,220,26086,0.63,75.13,疾病监测系统,2023-03-01,2025-06-12 22:43:38
肾结石,2023,4,42694,1343,32992,3.15,77.28,疾病监测系统,2023-04-01,2025-06-12 22:43:38
肾结石,2023,5,22920,101,17876,0.44,77.99,疾病监测系统,2023-05-01,2025-06-12 22:43:38
肾结石,2023,6,6843,113,4944,1.65,72.25,疾病监测系统,2023-06-01,2025-06-12 22:43:38
肾结石,2023,7,17148,97,14735,0.57,85.93,疾病监测系统,2023-07-01,2025-06-12 22:43:38
肾结石,2023,8,24601,175,21436,0.71,87.13,疾病监测系统,2023-08-01,2025-06-12 22:43:38
肾结石,2023,9,31231,180,25431,0.58,81.43,疾病监测系统,2023-09-01,2025-06-12 22:43:38
肾结石,2023,10,19104,670,17111,3.51,89.57,疾病监测系统,2023-10-01,2025-06-12 22:43:38
肾结石,2023,11,23736,1153,19079,4.86,80.38,疾病监测系统,2023-11-01,2025-06-12 22:43:38
肾结石,2023,12,49202,1514,46473,3.08,94.45,疾病监测系统,2023-12-01,2025-06-12 22:43:38
高血压,2024,1,32990,224,26676,0.68,80.86,疾病监测系统,2024-01-01,2025-06-12 22:43:38
高血压,2024,2,12496,99,10570,0.79,84.59,疾病监测系统,2024-02-01,2025-06-12 22:43:38
高血压,2024,3,20114,344,18102,1.71,90.0,疾病监测系统,2024-03-01,2025-06-12 22:43:38
高血压,2024,4,32690,1465,24061,4.48,73.6,疾病监测系统,2024-04-01,2025-06-12 22:43:38
高血压,2024,5,17589,215,14252,1.22,81.03,疾病监测系统,2024-05-01,2025-06-12 22:43:38
高血压,2024,6,32484,329,27106,1.01,83.44,疾病监测系统,2024-06-01,2025-06-12 22:43:38
高血压,2024,7,41895,1917,38080,4.58,90.89,疾病监测系统,2024-07-01,2025-06-12 22:43:38
高血压,2024,8,47029,659,33698,1.4,71.65,疾病监测系统,2024-08-01,2025-06-12 22:43:38
高血压,2024,9,4659,102,4018,2.19,86.24,疾病监测系统,2024-09-01,2025-06-12 22:43:38
高血压,2024,10,22143,1034,18369,4.67,82.96,疾病监测系统,2024-10-01,2025-06-12 22:43:38
高血压,2024,11,27995,1098,26183,3.92,93.53,疾病监测系统,2024-11-01,2025-06-12 22:43:38
高血压,2024,12,35754,125,33651,0.35,94.12,疾病监测系统,2024-12-01,2025-06-12 22:43:38
糖尿病,2024,1,9494,222,8512,2.34,89.66,疾病监测系统,2024-01-01,2025-06-12 22:43:38
糖尿病,2024,2,39859,1051,30184,2.64,75.73,疾病监测系统,2024-02-01,2025-06-12 22:43:38
糖尿病,2024,3,28903,989,23605,3.42,81.67,疾病监测系统,2024-03-01,2025-06-12 22:43:38
糖尿病,2024,4,19488,373,17582,1.91,90.22,疾病监测系统,2024-04-01,2025-06-12 22:43:38
糖尿病,2024,5,26975,1268,20756,4.7,76.95,疾病监测系统,2024-05-01,2025-06-12 22:43:38
糖尿病,2024,6,10879,277,9696,2.55,89.13,疾病监测系统,2024-06-01,2025-06-12 22:43:38
糖尿病,2024,7,5248,81,4787,1.54,91.22,疾病监测系统,2024-07-01,2025-06-12 22:43:38
糖尿病,2024,8,39973,976,31346,2.44,78.42,疾病监测系统,2024-08-01,2025-06-12 22:43:38
糖尿病,2024,9,31225,1365,24254,4.37,77.67,疾病监测系统,2024-09-01,2025-06-12 22:43:38
糖尿病,2024,10,15596,737,14061,4.73,90.16,疾病监测系统,2024-10-01,2025-06-12 22:43:38
糖尿病,2024,11,7628,293,7242,3.84,94.94,疾病监测系统,2024-11-01,2025-06-12 22:43:38
糖尿病,2024,12,7101,113,6469,1.59,91.1,疾病监测系统,2024-12-01,2025-06-12 22:43:38
冠心病,2024,1,37915,525,32908,1.38,86.79,疾病监测系统,2024-01-01,2025-06-12 22:43:38
冠心病,2024,2,28158,138,21927,0.49,77.87,疾病监测系统,2024-02-01,2025-06-12 22:43:38
冠心病,2024,3,4581,159,3428,3.47,74.83,疾病监测系统,2024-03-01,2025-06-12 22:43:38
冠心病,2024,4,23543,543,20101,2.31,85.38,疾病监测系统,2024-04-01,2025-06-12 22:43:38
冠心病,2024,5,23898,597,17249,2.5,72.18,疾病监测系统,2024-05-01,2025-06-12 22:43:38
冠心病,2024,6,22838,1069,20269,4.68,88.75,疾病监测系统,2024-06-01,2025-06-12 22:43:38
冠心病,2024,7,37197,1273,33261,3.42,89.42,疾病监测系统,2024-07-01,2025-06-12 22:43:38
冠心病,2024,8,30563,704,28112,2.3,91.98,疾病监测系统,2024-08-01,2025-06-12 22:43:38
冠心病,2024,9,8312,152,7649,1.83,92.02,疾病监测系统,2024-09-01,2025-06-12 22:43:38
冠心病,2024,10,35413,105,30953,0.3,87.41,疾病监测系统,2024-10-01,2025-06-12 22:43:38
冠心病,2024,11,14473,331,10734,2.29,74.17,疾病监测系统,2024-11-01,2025-06-12 22:43:38
冠心病,2024,12,15008,421,12355,2.81,82.32,疾病监测系统,2024-12-01,2025-06-12 22:43:38
脑卒中,2024,1,49663,1900,44279,3.83,89.16,疾病监测系统,2024-01-01,2025-06-12 22:43:38
脑卒中,2024,2,27713,1028,19599,3.71,70.72,疾病监测系统,2024-02-01,2025-06-12 22:43:38
脑卒中,2024,3,16545,14,12843,0.08,77.62,疾病监测系统,2024-03-01,2025-06-12 22:43:38
脑卒中,2024,4,38141,1318,29289,3.46,76.79,疾病监测系统,2024-04-01,2025-06-12 22:43:38
脑卒中,2024,5,25044,634,20064,2.53,80.11,疾病监测系统,2024-05-01,2025-06-12 22:43:38
脑卒中,2024,6,11145,72,9916,0.65,88.97,疾病监测系统,2024-06-01,2025-06-12 22:43:38
脑卒中,2024,7,10456,388,9564,3.71,91.47,疾病监测系统,2024-07-01,2025-06-12 22:43:38
脑卒中,2024,8,34243,854,31431,2.49,91.79,疾病监测系统,2024-08-01,2025-06-12 22:43:38
脑卒中,2024,9,33350,162,30175,0.49,90.48,疾病监测系统,2024-09-01,2025-06-12 22:43:38
脑卒中,2024,10,17245,540,16374,3.13,94.95,疾病监测系统,2024-10-01,2025-06-12 22:43:38
脑卒中,2024,11,28004,887,25302,3.17,90.35,疾病监测系统,2024-11-01,2025-06-12 22:43:38
脑卒中,2024,12,25939,936,22379,3.61,86.28,疾病监测系统,2024-12-01,2025-06-12 22:43:38
恶性肿瘤,2024,1,34452,45,25815,0.13,74.93,疾病监测系统,2024-01-01,2025-06-12 22:43:38
恶性肿瘤,2024,2,44614,785,38755,1.76,86.87,疾病监测系统,2024-02-01,2025-06-12 22:43:38
恶性肿瘤,2024,3,23392,391,21271,1.67,90.93,疾病监测系统,2024-03-01,2025-06-12 22:43:38
恶性肿瘤,2024,4,49538,2317,39316,4.68,79.37,疾病监测系统,2024-04-01,2025-06-12 22:43:38
恶性肿瘤,2024,5,28331,1048,22141,3.7,78.15,疾病监测系统,2024-05-01,2025-06-12 22:43:38
恶性肿瘤,2024,6,28570,899,26285,3.15,92.0,疾病监测系统,2024-06-01,2025-06-12 22:43:38
恶性肿瘤,2024,7,33334,131,23468,0.39,70.4,疾病监测系统,2024-07-01,2025-06-12 22:43:38
恶性肿瘤,2024,8,43551,253,33590,0.58,77.13,疾病监测系统,2024-08-01,2025-06-12 22:43:38
恶性肿瘤,2024,9,18107,259,15582,1.43,86.06,疾病监测系统,2024-09-01,2025-06-12 22:43:38
恶性肿瘤,2024,10,26205,1143,19062,4.36,72.74,疾病监测系统,2024-10-01,2025-06-12 22:43:38
恶性肿瘤,2024,11,38333,1754,36353,4.58,94.83,疾病监测系统,2024-11-01,2025-06-12 22:43:38
恶性肿瘤,2024,12,36635,1008,25864,2.75,70.6,疾病监测系统,2024-12-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,1,39546,51,33542,0.13,84.82,疾病监测系统,2024-01-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,2,10624,413,8037,3.89,75.65,疾病监测系统,2024-02-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,3,25092,1053,19209,4.2,76.55,疾病监测系统,2024-03-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,4,36319,833,29135,2.29,80.22,疾病监测系统,2024-04-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,5,47683,820,42717,1.72,89.59,疾病监测系统,2024-05-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,6,24261,632,21768,2.61,89.72,疾病监测系统,2024-06-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,7,5084,161,4481,3.17,88.14,疾病监测系统,2024-07-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,8,48211,233,45584,0.48,94.55,疾病监测系统,2024-08-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,9,43141,6,38327,0.01,88.84,疾病监测系统,2024-09-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,10,25515,1116,22951,4.37,89.95,疾病监测系统,2024-10-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,11,5040,42,3697,0.83,73.35,疾病监测系统,2024-11-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2024,12,16776,363,15856,2.16,94.52,疾病监测系统,2024-12-01,2025-06-12 22:43:38
慢性肾病,2024,1,16861,393,15376,2.33,91.19,疾病监测系统,2024-01-01,2025-06-12 22:43:38
慢性肾病,2024,2,45475,586,34701,1.29,76.31,疾病监测系统,2024-02-01,2025-06-12 22:43:38
慢性肾病,2024,3,1450,59,1327,4.07,91.52,疾病监测系统,2024-03-01,2025-06-12 22:43:38
慢性肾病,2024,4,5526,12,4741,0.22,85.79,疾病监测系统,2024-04-01,2025-06-12 22:43:38
慢性肾病,2024,5,1178,13,974,1.1,82.68,疾病监测系统,2024-05-01,2025-06-12 22:43:38
慢性肾病,2024,6,11504,157,10227,1.36,88.9,疾病监测系统,2024-06-01,2025-06-12 22:43:38
慢性肾病,2024,7,39176,1150,31480,2.94,80.36,疾病监测系统,2024-07-01,2025-06-12 22:43:38
慢性肾病,2024,8,23089,1045,17359,4.53,75.18,疾病监测系统,2024-08-01,2025-06-12 22:43:38
慢性肾病,2024,9,22678,873,16471,3.85,72.63,疾病监测系统,2024-09-01,2025-06-12 22:43:38
慢性肾病,2024,10,24084,1134,18778,4.71,77.97,疾病监测系统,2024-10-01,2025-06-12 22:43:38
慢性肾病,2024,11,46007,843,43372,1.83,94.27,疾病监测系统,2024-11-01,2025-06-12 22:43:38
慢性肾病,2024,12,14883,623,11160,4.19,74.98,疾病监测系统,2024-12-01,2025-06-12 22:43:38
肝炎,2024,1,49080,1491,44946,3.04,91.58,疾病监测系统,2024-01-01,2025-06-12 22:43:38
肝炎,2024,2,4393,130,3585,2.96,81.61,疾病监测系统,2024-02-01,2025-06-12 22:43:38
肝炎,2024,3,49272,361,38371,0.73,77.88,疾病监测系统,2024-03-01,2025-06-12 22:43:38
肝炎,2024,4,13326,440,12597,3.3,94.53,疾病监测系统,2024-04-01,2025-06-12 22:43:38
肝炎,2024,5,48623,577,44009,1.19,90.51,疾病监测系统,2024-05-01,2025-06-12 22:43:38
肝炎,2024,6,24274,768,22821,3.16,94.01,疾病监测系统,2024-06-01,2025-06-12 22:43:38
肝炎,2024,7,21964,155,19639,0.71,89.41,疾病监测系统,2024-07-01,2025-06-12 22:43:38
肝炎,2024,8,14627,323,12647,2.21,86.46,疾病监测系统,2024-08-01,2025-06-12 22:43:38
肝炎,2024,9,13034,544,12177,4.17,93.42,疾病监测系统,2024-09-01,2025-06-12 22:43:38
肝炎,2024,10,23137,548,20314,2.37,87.8,疾病监测系统,2024-10-01,2025-06-12 22:43:38
肝炎,2024,11,24626,608,21431,2.47,87.03,疾病监测系统,2024-11-01,2025-06-12 22:43:38
肝炎,2024,12,34171,257,31568,0.75,92.38,疾病监测系统,2024-12-01,2025-06-12 22:43:38
肺炎,2024,1,34311,1337,25740,3.9,75.02,疾病监测系统,2024-01-01,2025-06-12 22:43:38
肺炎,2024,2,15566,21,13609,0.13,87.43,疾病监测系统,2024-02-01,2025-06-12 22:43:38
肺炎,2024,3,47671,1883,41686,3.95,87.45,疾病监测系统,2024-03-01,2025-06-12 22:43:38
肺炎,2024,4,41970,698,29617,1.66,70.57,疾病监测系统,2024-04-01,2025-06-12 22:43:38
肺炎,2024,5,16022,640,14702,3.99,91.76,疾病监测系统,2024-05-01,2025-06-12 22:43:38
肺炎,2024,6,28132,620,21674,2.2,77.04,疾病监测系统,2024-06-01,2025-06-12 22:43:38
肺炎,2024,7,25074,580,23432,2.31,93.45,疾病监测系统,2024-07-01,2025-06-12 22:43:38
肺炎,2024,8,34112,475,25027,1.39,73.37,疾病监测系统,2024-08-01,2025-06-12 22:43:38
肺炎,2024,9,12599,335,11271,2.66,89.46,疾病监测系统,2024-09-01,2025-06-12 22:43:38
肺炎,2024,10,40919,1525,28887,3.73,70.6,疾病监测系统,2024-10-01,2025-06-12 22:43:38
