医院名称,医院等级,医院类型,床位数,地址,电话,省份,建立时间,员工数量,年门诊量,数据来源,更新时间,疾病名称,年份,月份,发病人数,死亡人数,治愈人数,病死率,治愈率,统计日期,政策标题,文号,发布日期,政策类型,发布部门,实施日期,政策级别,适用范围,研究标题,研究领域,研究类型,发表期刊,发表年份,发表月份,影响因子,样本量,研究机构,第一作者,通讯作者,基金支持,关键词
四川市第11中医医院,一级甲等,中医医院,87.0,四川市北区,061-68274742,四川,1987-11-18,1973.0,25万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川市第12口腔医院,一级甲等,口腔医院,203.0,四川市北区,051-99557618,四川,1991-12-06,932.0,80万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川市第13心血管医院,三级乙等,心血管医院,817.0,四川市西区,084-38880659,四川,2009-03-20,1085.0,191万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川市第14妇产医院,一级甲等,妇产医院,202.0,四川市南区,049-37404924,四川,2020-10-03,709.0,89万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川市第15妇产医院,二级乙等,妇产医院,703.0,四川市东区,070-93371627,四川,2002-02-05,1124.0,49万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川市第16中医医院,一级甲等,中医医院,249.0,四川市北区,021-68975572,四川,2016-04-13,1322.0,56万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川市第17儿童医院,三级甲等,儿童医院,816.0,四川市东区,043-38394807,四川,1976-03-15,2161.0,84万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四川市第18综合医院,三级乙等,综合医院,1004.0,四川市东区,059-17843582,四川,1980-03-19,2301.0,70万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第1妇产医院,三级乙等,妇产医院,840.0,湖北市中心区,028-10536973,湖北,1983-03-05,2919.0,158万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第2儿童医院,二级甲等,儿童医院,316.0,湖北市西区,089-23936234,湖北,1953-08-14,2665.0,96万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第3中医医院,三级甲等,中医医院,1342.0,湖北市东区,051-69480314,湖北,2009-05-07,2449.0,171万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第4眼科医院,三级甲等,眼科医院,1175.0,湖北市东区,068-36428606,湖北,1999-12-23,1236.0,28万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第5中医医院,二级甲等,中医医院,376.0,湖北市西区,035-40609358,湖北,2015-12-06,2946.0,13万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第6妇产医院,二级乙等,妇产医院,785.0,湖北市北区,062-43403718,湖北,1987-02-12,588.0,182万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第7儿童医院,二级乙等,儿童医院,600.0,湖北市南区,067-54408626,湖北,1993-05-14,2486.0,18万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第8综合医院,三级甲等,综合医院,1185.0,湖北市东区,013-96180278,湖北,2003-09-05,574.0,33万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第9中医医院,三级甲等,中医医院,1959.0,湖北市中心区,087-77957674,湖北,1993-12-08,2639.0,113万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第10精神病医院,三级甲等,精神病医院,1110.0,湖北市北区,070-67579367,湖北,2013-05-07,2103.0,68万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第11妇产医院,二级甲等,妇产医院,282.0,湖北市东区,027-73370951,湖北,1996-12-02,1561.0,172万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第12精神病医院,二级甲等,精神病医院,780.0,湖北市中心区,036-47615183,湖北,1974-09-19,2921.0,59万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖北市第13眼科医院,一级甲等,眼科医院,293.0,湖北市北区,028-83503371,湖北,2004-09-01,1743.0,180万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第1专科医院,三级乙等,专科医院,811.0,湖南市东区,045-89314918,湖南,1951-06-03,2325.0,61万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第2心血管医院,一级甲等,心血管医院,284.0,湖南市北区,052-64668346,湖南,1968-04-03,2794.0,133万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第3精神病医院,二级甲等,精神病医院,800.0,湖南市中心区,016-80880733,湖南,1952-04-02,1999.0,101万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第4妇产医院,三级甲等,妇产医院,1350.0,湖南市南区,022-43751672,湖南,1992-05-05,1156.0,71万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第5妇产医院,三级乙等,妇产医院,646.0,湖南市北区,079-13305229,湖南,1995-03-18,1982.0,176万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第6眼科医院,三级乙等,眼科医院,851.0,湖南市西区,072-46194630,湖南,2011-11-23,1676.0,100万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第7心血管医院,三级乙等,心血管医院,590.0,湖南市南区,057-11232585,湖南,1987-02-03,535.0,32万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第8专科医院,二级乙等,专科医院,510.0,湖南市北区,055-25721532,湖南,1957-02-18,2357.0,123万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第9眼科医院,二级乙等,眼科医院,399.0,湖南市中心区,047-85509182,湖南,1986-12-11,1427.0,161万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第10口腔医院,二级乙等,口腔医院,225.0,湖南市中心区,073-22929733,湖南,1986-10-09,1934.0,174万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第11眼科医院,一级甲等,眼科医院,57.0,湖南市北区,049-24495912,湖南,1977-03-12,2525.0,27万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第12妇产医院,二级乙等,妇产医院,429.0,湖南市东区,077-28362620,湖南,1998-09-02,277.0,111万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第13专科医院,一级甲等,专科医院,82.0,湖南市北区,067-17663488,湖南,2014-02-22,723.0,44万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖南市第14眼科医院,三级乙等,眼科医院,976.0,湖南市中心区,024-92279018,湖南,1990-07-14,2710.0,115万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第1专科医院,三级乙等,专科医院,883.0,安徽市北区,049-63215574,安徽,1968-05-03,1971.0,47万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第2肿瘤医院,三级甲等,肿瘤医院,1130.0,安徽市东区,048-86016749,安徽,2009-04-18,2682.0,68万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第3综合医院,二级乙等,综合医院,310.0,安徽市南区,024-71420499,安徽,1980-11-02,435.0,125万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第4眼科医院,三级甲等,眼科医院,1489.0,安徽市南区,016-90502749,安徽,1984-03-01,1488.0,46万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第5综合医院,二级甲等,综合医院,442.0,安徽市南区,038-73347139,安徽,2017-10-08,910.0,153万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第6眼科医院,三级乙等,眼科医院,542.0,安徽市中心区,068-59945633,安徽,2001-12-02,2818.0,80万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第7心血管医院,一级甲等,心血管医院,220.0,安徽市西区,089-47148302,安徽,2011-12-02,1836.0,137万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第8专科医院,一级甲等,专科医院,298.0,安徽市中心区,097-83111693,安徽,2005-10-05,213.0,77万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第9口腔医院,三级甲等,口腔医院,1674.0,安徽市中心区,072-59341810,安徽,1988-01-14,473.0,143万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第10口腔医院,二级甲等,口腔医院,458.0,安徽市北区,021-36569904,安徽,1981-07-02,949.0,108万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第11肿瘤医院,三级甲等,肿瘤医院,858.0,安徽市东区,048-57342734,安徽,1997-06-16,2991.0,99万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第12肿瘤医院,三级乙等,肿瘤医院,1142.0,安徽市东区,071-60336114,安徽,1957-01-05,699.0,165万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第13妇产医院,三级乙等,妇产医院,810.0,安徽市西区,047-75909338,安徽,2019-04-19,1808.0,89万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第14精神病医院,三级甲等,精神病医院,1829.0,安徽市北区,010-63295422,安徽,1989-11-11,2094.0,168万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第15儿童医院,三级甲等,儿童医院,1612.0,安徽市南区,053-16994133,安徽,2005-10-20,1430.0,47万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安徽市第16精神病医院,二级乙等,精神病医院,468.0,安徽市北区,069-16658003,安徽,1974-11-05,347.0,18万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北市第1心血管医院,三级乙等,心血管医院,950.0,河北市北区,071-81173691,河北,1982-02-17,1599.0,92万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北市第2心血管医院,二级乙等,心血管医院,688.0,河北市南区,026-13778809,河北,1973-07-21,2212.0,50万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北市第3口腔医院,一级甲等,口腔医院,90.0,河北市南区,038-24231495,河北,1995-03-21,1496.0,64万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北市第4综合医院,三级甲等,综合医院,854.0,河北市中心区,080-45799661,河北,1993-06-16,1231.0,71万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北市第5中医医院,一级甲等,中医医院,161.0,河北市中心区,014-40060912,河北,1981-04-23,1024.0,92万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北市第6心血管医院,二级甲等,心血管医院,290.0,河北市东区,076-72429929,河北,2015-08-26,1976.0,123万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北市第7妇产医院,三级甲等,妇产医院,1471.0,河北市东区,069-18443114,河北,1991-06-20,1747.0,87万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北市第8妇产医院,二级甲等,妇产医院,479.0,河北市东区,062-76984245,河北,2007-01-12,707.0,65万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北市第9精神病医院,二级甲等,精神病医院,286.0,河北市东区,062-20572747,河北,1961-04-05,1615.0,200万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河北市第10肿瘤医院,三级乙等,肿瘤医院,639.0,河北市中心区,038-53941359,河北,2005-12-17,340.0,102万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第1儿童医院,一级甲等,儿童医院,56.0,陕西市西区,076-95651017,陕西,1997-11-02,775.0,59万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第2综合医院,三级甲等,综合医院,881.0,陕西市东区,099-92139268,陕西,1959-04-05,2488.0,65万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第3妇产医院,三级甲等,妇产医院,1903.0,陕西市北区,015-96362029,陕西,2011-06-09,1901.0,82万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第4专科医院,三级乙等,专科医院,976.0,陕西市东区,091-83009956,陕西,1989-06-13,1414.0,130万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第5口腔医院,二级甲等,口腔医院,339.0,陕西市中心区,061-21597181,陕西,2011-03-27,1392.0,156万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第6综合医院,二级甲等,综合医院,295.0,陕西市西区,015-12163910,陕西,2009-12-04,2452.0,73万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第7眼科医院,三级乙等,眼科医院,506.0,陕西市西区,071-64024131,陕西,2002-05-21,1588.0,172万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第8儿童医院,二级乙等,儿童医院,429.0,陕西市南区,018-12073981,陕西,1958-04-20,2049.0,171万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第9儿童医院,二级甲等,儿童医院,676.0,陕西市西区,043-54702205,陕西,2011-03-22,2538.0,19万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第10妇产医院,二级甲等,妇产医院,244.0,陕西市东区,061-40733935,陕西,2014-10-26,1893.0,145万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第11口腔医院,二级甲等,口腔医院,278.0,陕西市中心区,090-18178903,陕西,1967-05-08,1570.0,112万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第12专科医院,三级甲等,专科医院,1380.0,陕西市北区,077-21775409,陕西,1970-04-17,145.0,77万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第13口腔医院,一级甲等,口腔医院,146.0,陕西市东区,065-17877292,陕西,1964-06-14,1759.0,63万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陕西市第14口腔医院,一级甲等,口腔医院,144.0,陕西市北区,058-79040344,陕西,1980-05-24,2735.0,146万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第1综合医院,三级乙等,综合医院,1130.0,福建市西区,021-84394422,福建,1978-07-12,2096.0,149万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第2儿童医院,三级甲等,儿童医院,1700.0,福建市东区,038-97776580,福建,1990-11-17,2326.0,101万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第3眼科医院,三级乙等,眼科医院,794.0,福建市中心区,073-85928629,福建,1966-08-09,793.0,78万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第4儿童医院,一级甲等,儿童医院,59.0,福建市中心区,074-65227292,福建,1964-12-27,284.0,176万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第5专科医院,三级甲等,专科医院,1027.0,福建市南区,079-50810942,福建,2011-05-11,2838.0,80万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第6眼科医院,二级甲等,眼科医院,615.0,福建市东区,077-16757641,福建,1997-07-23,1857.0,128万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第7专科医院,二级乙等,专科医院,340.0,福建市北区,080-24927424,福建,1995-03-04,264.0,161万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第8中医医院,二级乙等,中医医院,613.0,福建市南区,024-64323032,福建,1967-08-28,848.0,88万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第9中医医院,二级甲等,中医医院,616.0,福建市中心区,098-63549110,福建,2004-02-09,922.0,75万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第10口腔医院,一级甲等,口腔医院,73.0,福建市南区,015-47810325,福建,2008-02-05,794.0,187万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第11口腔医院,一级甲等,口腔医院,285.0,福建市中心区,048-39426179,福建,2019-03-14,1656.0,38万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第12眼科医院,三级甲等,眼科医院,1477.0,福建市西区,086-75200694,福建,1958-01-24,1613.0,27万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第13中医医院,二级甲等,中医医院,405.0,福建市北区,012-47026397,福建,2005-06-04,2937.0,92万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第14专科医院,三级甲等,专科医院,898.0,福建市西区,011-12214231,福建,2004-11-22,1493.0,197万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第15心血管医院,三级甲等,心血管医院,1885.0,福建市西区,012-15486461,福建,1990-12-13,266.0,172万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福建市第16综合医院,三级甲等,综合医院,1627.0,福建市南区,056-98461820,福建,1991-11-27,1046.0,65万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第1妇产医院,三级甲等,妇产医院,1682.0,重庆市北区,078-48199919,重庆,1982-03-12,1428.0,199万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第2综合医院,三级甲等,综合医院,983.0,重庆市北区,022-68178659,重庆,1955-07-25,2793.0,107万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第3专科医院,三级乙等,专科医院,1079.0,重庆市中心区,051-69023921,重庆,1967-06-07,1210.0,160万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第4心血管医院,二级甲等,心血管医院,287.0,重庆市西区,020-62457355,重庆,1953-09-10,2975.0,85万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第5精神病医院,三级乙等,精神病医院,1154.0,重庆市东区,051-77447349,重庆,1954-02-23,1088.0,133万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第6肿瘤医院,一级甲等,肿瘤医院,294.0,重庆市东区,075-65817825,重庆,1971-12-15,1762.0,130万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第7妇产医院,二级甲等,妇产医院,596.0,重庆市中心区,033-55979694,重庆,2008-01-26,534.0,176万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第8心血管医院,二级乙等,心血管医院,303.0,重庆市南区,012-29743750,重庆,2011-04-26,2034.0,152万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第9心血管医院,二级乙等,心血管医院,732.0,重庆市中心区,080-45553543,重庆,1993-11-25,1920.0,36万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第10眼科医院,二级乙等,眼科医院,270.0,重庆市北区,043-72877505,重庆,2015-01-22,1667.0,91万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第11综合医院,三级甲等,综合医院,887.0,重庆市南区,013-19696888,重庆,2008-05-20,1493.0,128万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第12专科医院,二级乙等,专科医院,566.0,重庆市北区,076-31127212,重庆,1968-12-07,2091.0,197万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第13精神病医院,二级乙等,精神病医院,379.0,重庆市西区,046-97233698,重庆,1981-08-08,2642.0,99万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第14妇产医院,二级乙等,妇产医院,492.0,重庆市西区,094-98889348,重庆,2012-07-28,550.0,168万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重庆市第15专科医院,三级乙等,专科医院,527.0,重庆市中心区,010-94315061,重庆,1959-03-02,1924.0,132万人次,医院数据库,2025-06-12 22:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
